ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
5647,16,2,2024,64,P,538,3,10,50000
5943,1,5,2022,56,L,627,13,7,20000
4173,6,7,2022,50,L,698,3,1,30000
2522,22,4,2024,49,P,131,1,8,40000
6296,17,9,2023,44,L,850,14,10,30000
7466,3,12,2023,65,P,172,12,10,30000
7573,29,1,2022,47,L,799,9,5,30000
7350,7,2,2022,69,L,834,15,2,40000
1371,12,12,2022,63,P,319,16,1,20000
2702,5,10,2024,64,P,858,6,1,20000
3299,9,2,2022,29,L,713,9,10,30000
4464,21,12,2024,37,P,666,2,2,20000
8476,14,12,2024,50,P,973,2,8,20000
6293,11,9,2024,68,P,553,7,4,20000
3277,26,7,2022,66,L,172,13,11,10000
1748,6,10,2022,29,P,633,11,9,20000
3476,18,10,2023,37,L,187,14,13,40000
2087,22,6,2023,73,P,721,19,11,50000
8517,1,3,2023,60,L,434,17,1,30000
400,4,12,2023,45,L,28,8,2,10000
2807,30,11,2023,63,L,814,7,11,10000
6970,18,4,2024,29,P,792,13,5,50000
5639,11,1,2022,32,L,210,20,8,40000
9416,20,12,2023,35,P,380,17,14,20000
4879,27,1,2024,31,L,68,6,6,30000
2211,21,12,2024,76,L,548,8,5,40000
1919,9,5,2023,35,L,610,17,10,50000
1020,13,1,2023,69,L,689,13,11,50000
9726,4,7,2024,75,L,943,16,8,30000
8031,17,9,2024,22,L,821,8,7,40000
22,1,11,2024,51,P,434,15,9,20000
3766,30,7,2022,30,L,535,15,11,50000
5611,14,5,2022,50,L,172,7,5,40000
2224,10,1,2022,77,L,907,13,2,50000
941,23,8,2022,29,L,878,2,5,10000
1744,5,2,2024,27,P,348,13,7,50000
7474,6,7,2024,51,L,256,4,12,20000
6305,29,12,2023,62,P,239,10,6,40000
2331,18,11,2022,39,L,892,10,11,40000
3384,7,3,2024,66,P,190,14,11,10000
1390,15,1,2023,61,L,776,3,9,30000
9727,6,12,2024,23,P,134,8,9,10000
6265,24,8,2024,63,L,194,6,12,30000
9390,1,1,2024,67,L,346,17,2,10000
3869,26,3,2024,58,P,545,6,11,40000
4305,27,2,2023,52,L,887,2,11,40000
3211,23,5,2023,49,L,52,5,13,30000
679,12,2,2024,41,P,597,17,12,40000
4578,25,5,2024,44,L,463,6,6,10000
2026,12,7,2024,42,L,893,20,5,30000
7288,16,7,2022,64,P,261,10,8,40000
2489,11,10,2024,71,L,484,6,14,50000
682,24,2,2023,49,L,11,16,2,40000
9631,1,7,2022,29,P,302,18,5,20000
4001,3,11,2022,46,P,267,10,13,40000
5865,14,2,2022,40,P,988,9,8,40000
1921,4,10,2024,56,L,264,1,5,30000
4869,21,10,2022,59,P,714,6,8,50000
7703,18,3,2023,39,P,846,6,1,40000
603,19,6,2024,27,P,416,12,10,10000
9824,10,10,2024,39,L,481,4,4,50000
3666,9,4,2023,34,L,187,7,10,10000
530,9,3,2024,74,L,438,5,11,10000
1059,15,2,2024,34,P,914,3,11,20000
5645,31,1,2024,61,L,992,17,8,20000
7816,5,12,2024,33,L,755,17,13,20000
4004,25,10,2024,59,P,120,5,9,40000
5247,24,10,2023,53,L,320,1,8,30000
7255,25,1,2022,79,L,111,6,11,30000
6517,26,12,2023,62,P,930,6,12,50000
2612,4,7,2024,54,P,39,12,1,10000
9201,7,9,2022,26,L,683,13,3,50000
8865,23,8,2022,40,P,60,17,9,30000
7879,1,4,2024,56,L,157,12,11,10000
590,30,8,2023,59,L,712,2,6,10000
5692,6,9,2022,50,P,534,6,8,50000
5676,21,6,2023,30,L,279,16,7,10000
9561,28,7,2024,31,L,818,3,2,30000
8664,31,5,2023,52,P,98,7,11,40000
1738,7,9,2022,42,P,133,9,2,10000
4836,28,6,2023,43,P,605,3,5,30000
1906,22,5,2024,70,L,602,5,6,40000
6529,26,6,2024,54,P,405,19,7,30000
9818,20,3,2023,55,P,175,12,5,50000
9872,30,5,2023,60,P,805,17,11,50000
9606,14,12,2024,59,P,158,3,12,40000
5271,3,11,2023,39,P,505,20,12,30000
4263,31,3,2024,41,P,647,5,9,50000
7986,1,4,2024,37,L,115,4,12,20000
710,25,12,2022,38,L,602,14,10,40000
4814,28,11,2022,63,P,981,17,9,20000
7766,11,10,2024,74,L,321,2,7,20000
3594,10,10,2024,78,P,759,14,5,30000
6089,28,8,2023,79,L,322,8,3,40000
3392,13,12,2024,49,L,150,20,7,40000
4976,31,3,2023,63,P,566,7,6,40000
9268,31,6,2023,25,P,801,14,8,40000
7873,27,7,2024,63,P,5,12,6,20000
5869,4,6,2023,49,P,772,10,9,50000
5216,14,11,2024,44,P,534,16,4,30000
1654,30,7,2023,71,L,677,2,2,40000
8151,12,2,2023,58,P,811,10,4,40000
406,13,11,2022,52,L,672,17,10,30000
5778,7,9,2024,38,L,885,19,3,20000
7179,20,5,2023,60,L,534,14,2,30000
3302,14,9,2022,35,L,949,14,8,30000
7493,1,1,2022,42,L,729,12,6,10000
7466,16,12,2023,55,L,547,8,3,20000
7795,2,3,2022,44,L,756,14,11,50000
2982,29,11,2024,80,L,409,10,4,10000
7060,21,4,2024,32,L,16,20,3,20000
5783,7,1,2023,32,L,431,4,8,20000
3528,22,8,2024,47,L,424,14,14,20000
9678,29,5,2022,63,L,475,4,1,30000
1811,3,1,2023,27,L,839,9,4,30000
1024,26,8,2024,31,L,252,10,3,10000
1579,13,2,2023,74,P,82,20,4,30000
486,23,12,2023,42,P,143,16,3,40000
9817,16,1,2023,35,L,60,15,11,40000
292,7,11,2022,49,P,219,11,14,30000
7262,7,2,2023,65,L,537,3,7,10000
7419,5,8,2024,50,L,714,15,2,50000
4537,10,11,2022,43,P,889,11,8,30000
3032,8,4,2024,53,P,348,20,7,30000
5968,4,7,2024,75,P,855,16,9,50000
5947,14,7,2023,79,P,615,17,8,50000
5640,11,7,2022,23,L,44,19,5,50000
516,14,2,2024,46,L,927,11,5,10000
574,23,11,2024,28,L,852,8,5,20000
2826,13,11,2022,23,P,489,10,9,50000
6253,29,8,2023,26,L,408,12,1,30000
2139,24,4,2022,60,P,401,10,8,10000
8699,22,12,2022,53,L,251,12,11,40000
5789,4,7,2024,23,P,96,12,5,50000
5064,22,4,2023,78,L,865,19,6,10000
8086,1,2,2023,80,P,873,1,2,10000
4709,8,2,2024,47,P,562,5,1,20000
2361,31,1,2023,78,L,839,9,13,50000
4011,21,10,2023,52,P,123,16,8,20000
3068,19,9,2022,63,L,470,12,4,50000
5964,28,6,2022,57,L,179,9,9,20000
468,26,5,2024,21,L,972,18,1,20000
4318,7,12,2023,77,P,262,12,9,40000
3325,30,10,2022,48,L,286,10,3,50000
3558,23,6,2023,57,L,928,3,14,10000
5584,2,11,2023,75,P,549,17,5,10000
6623,12,2,2023,41,L,446,5,2,10000
8941,3,12,2024,27,P,182,17,2,10000
8033,11,4,2022,22,L,465,7,4,30000
9045,18,2,2022,52,L,379,15,1,10000
5884,25,3,2024,47,P,890,19,7,40000
9639,27,2,2022,29,P,179,5,11,10000
2906,5,8,2022,43,P,955,10,4,40000
7042,27,4,2024,42,L,967,14,11,30000
8148,13,1,2024,62,P,223,13,14,10000
378,4,4,2022,62,P,48,7,8,10000
6816,10,3,2022,61,L,319,19,11,20000
2987,15,7,2024,46,L,202,3,1,50000
7602,1,2,2024,61,P,273,1,8,30000
6962,24,3,2023,43,L,721,7,11,40000
644,10,7,2022,60,P,936,14,12,10000
8859,25,11,2022,57,L,403,1,11,20000
2191,19,7,2023,64,P,99,7,1,40000
463,27,6,2022,52,L,137,15,2,20000
7354,23,1,2022,40,P,386,13,3,50000
6448,8,2,2024,37,P,660,13,7,20000
7100,19,8,2023,29,L,266,13,9,30000
3683,6,1,2023,21,P,836,6,7,10000
2625,24,2,2022,29,P,344,17,13,10000
1555,5,5,2023,53,P,736,11,14,10000
9528,1,11,2023,35,P,424,18,2,20000
2071,12,2,2024,74,L,936,13,13,40000
7289,3,12,2022,73,P,63,18,14,20000
2736,25,5,2024,71,L,329,3,12,20000
3120,22,8,2022,64,P,400,19,1,40000
1572,9,1,2024,76,P,388,11,2,40000
7090,7,6,2024,31,P,384,20,2,50000
6397,1,12,2022,64,P,68,10,5,20000
1109,7,6,2024,56,L,26,11,3,50000
7517,18,1,2022,27,L,861,16,9,20000
6872,2,6,2022,69,L,64,14,12,30000
3896,18,6,2023,46,L,703,5,4,20000
233,1,7,2022,59,P,848,10,14,20000
2698,2,12,2023,43,L,280,1,4,10000
6527,15,4,2024,33,P,86,7,7,50000
6335,31,9,2023,41,L,50,7,1,50000
6541,1,1,2022,31,L,825,5,14,10000
7580,30,2,2024,21,P,925,18,14,10000
7002,4,9,2022,42,L,158,5,3,50000
3184,16,8,2022,42,P,658,4,7,30000
657,31,7,2023,71,L,279,1,14,10000
2380,8,6,2024,38,P,418,9,6,30000
2398,13,11,2023,68,L,846,8,10,50000
630,4,8,2024,60,L,230,10,9,20000
8026,2,4,2023,25,P,146,14,3,50000
6533,10,12,2022,76,L,135,11,1,50000
8553,30,11,2022,32,P,800,2,5,20000
3090,29,7,2022,47,P,745,16,12,20000
8561,25,3,2024,47,L,995,8,9,20000
5127,21,1,2022,67,P,815,2,4,40000
61,19,10,2023,75,L,917,5,1,30000
794,4,10,2024,24,L,71,5,9,50000
233,20,12,2023,39,P,827,7,1,10000
6877,29,11,2022,63,L,792,5,8,50000
820,25,7,2024,60,L,504,20,1,50000
6825,17,11,2024,44,L,597,10,1,40000
4010,8,11,2023,62,P,348,15,12,40000
5394,26,7,2022,61,P,142,5,11,50000
359,25,11,2024,34,L,926,14,9,40000
2419,10,1,2024,40,L,842,19,5,40000
7992,24,10,2024,79,L,131,5,5,30000
5415,17,7,2023,26,L,897,20,12,30000
5829,28,12,2023,56,P,595,19,11,30000
9685,23,6,2022,53,L,616,4,1,20000
5252,24,9,2024,70,L,68,5,6,10000
6940,23,1,2024,36,P,701,9,14,30000
9799,24,11,2022,66,P,80,14,4,40000
9644,30,10,2022,62,P,210,3,4,10000
3997,20,5,2023,27,L,581,12,12,30000
8184,20,7,2022,64,P,657,3,5,10000
5363,21,10,2023,29,L,117,7,4,50000
9692,28,2,2022,61,P,691,14,13,20000
3371,2,7,2024,47,P,64,7,3,20000
9741,8,7,2024,35,P,208,14,12,50000
9762,14,7,2023,33,L,454,2,10,10000
5396,22,12,2022,30,L,754,18,1,40000
3802,23,3,2024,36,L,37,14,9,10000
5976,8,2,2022,74,L,728,9,12,50000
7294,23,9,2022,49,P,226,6,1,40000
4093,27,3,2024,57,L,394,18,8,50000
2075,19,6,2022,45,L,54,15,10,40000
3545,3,5,2022,80,P,357,14,3,30000
875,17,3,2023,65,P,973,1,6,10000
234,21,6,2024,76,P,697,5,2,50000
3471,21,3,2023,58,P,796,9,8,30000
1808,8,8,2023,69,L,573,16,8,20000
3450,6,7,2022,57,P,370,12,11,30000
6508,14,8,2023,35,P,662,2,14,50000
8337,7,4,2024,46,P,254,5,8,30000
9994,3,8,2023,31,L,774,9,8,10000
5934,22,5,2024,49,P,759,18,9,20000
7373,15,7,2024,46,L,477,6,13,30000
5054,27,2,2023,76,P,461,15,6,10000
1326,13,2,2022,44,L,682,6,11,20000
4351,31,7,2024,53,P,326,5,11,20000
4447,8,1,2023,35,P,431,5,2,40000
1688,13,2,2024,38,L,20,14,2,10000
31,26,7,2024,27,P,440,14,3,50000
4787,29,11,2023,60,L,22,5,8,10000
1663,17,1,2022,28,L,379,11,5,30000
5430,13,8,2023,64,P,893,1,1,10000
4424,19,3,2024,57,P,198,18,6,50000
8039,12,5,2024,52,L,292,3,5,50000
142,17,9,2023,47,L,55,1,11,20000
4260,2,4,2024,50,P,432,9,13,20000
6703,5,8,2022,77,P,154,6,14,30000
2405,6,12,2023,63,P,58,3,5,50000
4476,10,1,2024,46,L,170,6,12,20000
6070,5,3,2022,61,P,564,3,11,50000
4258,10,3,2023,49,P,180,20,3,40000
596,30,4,2023,31,P,539,16,6,50000
689,8,5,2024,53,L,932,18,9,30000
4874,5,6,2023,26,L,304,4,1,10000
8978,2,3,2024,63,L,950,4,1,20000
1471,14,4,2023,23,P,688,19,11,30000
4097,18,8,2022,27,L,988,12,12,50000
2099,4,11,2024,63,P,986,19,5,40000
6960,15,11,2024,56,P,977,13,8,40000
3026,22,5,2024,64,L,260,3,7,30000
23,19,10,2023,45,P,582,9,12,20000
550,24,7,2023,75,P,78,18,7,20000
7613,1,6,2024,72,P,60,6,3,30000
5392,12,10,2023,48,P,365,11,11,20000
5369,29,6,2022,48,L,694,2,1,30000
5409,20,5,2023,25,P,385,1,12,10000
1198,14,7,2024,79,L,674,3,1,20000
9430,14,3,2023,75,L,274,14,5,40000
6652,15,6,2023,32,L,980,1,5,30000
1599,8,10,2022,22,L,225,1,10,30000
8977,24,3,2023,42,L,691,19,12,10000
4113,22,11,2024,68,L,727,9,5,20000
7981,17,10,2022,27,L,138,1,6,30000
5985,10,6,2023,53,L,462,14,2,30000
6649,21,4,2023,24,L,614,19,5,20000
6666,26,1,2022,78,L,402,6,6,40000
9013,19,4,2024,75,P,810,7,13,10000
7440,15,1,2022,68,P,535,19,11,30000
5986,28,12,2022,40,L,601,16,8,50000
3228,13,9,2023,65,P,878,17,8,50000
3254,21,2,2024,34,P,25,1,12,50000
5532,6,7,2024,57,L,261,5,4,10000
9485,20,4,2023,73,L,841,18,9,40000
1209,2,5,2024,49,L,8,3,5,30000
832,19,7,2023,57,L,968,6,6,50000
9986,16,10,2022,36,L,308,7,2,20000
4578,16,7,2024,76,P,409,4,2,40000
4120,21,5,2024,56,L,663,19,2,10000
9806,18,6,2023,59,L,44,14,2,10000
1139,19,8,2024,26,L,182,15,14,20000
3912,28,5,2023,42,L,144,8,12,40000
5384,3,9,2023,61,L,68,18,2,20000
5595,1,7,2024,35,L,41,19,13,30000
9224,3,11,2022,70,P,30,8,3,50000
4854,24,5,2023,78,P,266,18,4,30000
7355,28,9,2024,27,L,57,17,1,20000
365,8,12,2022,41,P,887,20,9,40000
6734,15,2,2022,64,L,751,3,12,50000
191,24,11,2022,30,P,623,5,2,10000
585,28,9,2022,39,P,990,9,3,10000
23,6,11,2023,36,L,793,4,14,20000
8802,5,4,2022,45,P,92,4,8,10000
5463,19,7,2022,37,P,432,20,14,20000
3593,31,10,2022,53,L,534,17,4,10000
6619,12,7,2023,58,P,153,13,9,40000
2580,7,9,2022,44,L,288,4,8,50000
3079,26,8,2022,59,L,374,5,12,50000
641,29,12,2022,74,P,698,17,8,10000
6392,25,9,2023,26,L,115,11,3,40000
3168,3,6,2022,36,P,913,6,11,50000
6024,19,10,2022,67,L,645,10,7,30000
4223,23,5,2023,25,P,113,9,1,50000
4357,3,7,2022,55,L,279,17,4,50000
7325,24,5,2022,23,L,62,13,12,30000
1172,3,12,2024,31,L,925,8,4,50000
7709,1,1,2024,27,L,241,6,11,20000
9361,8,4,2022,42,P,412,14,4,30000
9928,16,2,2022,38,L,258,10,4,10000
3630,12,10,2022,40,P,213,1,9,10000
3673,26,1,2023,74,L,118,17,8,30000
3880,26,5,2022,42,P,676,2,3,30000
4413,13,10,2024,65,P,914,2,4,20000
7134,18,9,2024,70,P,332,8,9,20000
6760,5,6,2024,26,L,487,9,2,20000
2137,26,1,2022,33,L,631,8,4,20000
211,18,8,2022,64,P,949,18,9,20000
3380,16,5,2024,29,L,679,20,11,10000
5493,15,3,2024,54,L,985,19,5,10000
5628,18,5,2024,46,L,55,20,13,30000
893,9,3,2023,46,L,777,18,1,10000
1913,21,4,2022,54,P,129,10,4,20000
9805,27,3,2023,79,P,433,6,4,30000
2382,23,1,2022,68,L,888,18,6,50000
7440,19,1,2022,35,L,546,17,2,50000
426,18,11,2023,67,P,484,19,1,30000
9618,4,1,2022,31,L,30,16,9,40000
8661,29,6,2023,80,P,569,8,1,30000
5813,22,11,2023,39,P,239,8,9,50000
9548,25,11,2022,79,L,527,19,13,10000
8631,23,8,2022,69,P,991,17,5,10000
5182,28,6,2023,77,L,573,13,11,10000
7663,5,6,2022,34,L,749,10,11,10000
1978,22,9,2023,27,L,988,9,7,40000
4168,22,11,2023,40,L,27,12,14,40000
4766,31,3,2024,24,L,599,7,8,10000
6606,21,2,2023,34,L,307,10,5,50000
4901,28,5,2022,55,L,419,11,13,40000
2920,17,8,2023,79,P,487,5,6,50000
1692,16,4,2022,28,L,765,19,10,40000
3888,5,11,2023,26,L,722,17,2,20000
2621,24,10,2024,80,P,411,12,1,20000
751,16,5,2024,40,P,646,5,2,20000
1403,6,10,2024,48,P,853,14,6,10000
2606,21,3,2023,32,L,782,1,2,40000
6689,18,2,2024,39,P,814,3,3,40000
5422,17,2,2022,48,L,752,7,6,20000
7834,6,3,2023,48,L,583,14,5,40000
6590,6,8,2024,79,L,639,5,7,50000
7087,24,3,2024,21,L,298,15,9,30000
9232,30,1,2022,49,P,332,16,12,10000
9075,18,2,2022,76,L,506,14,8,50000
2798,25,2,2023,61,L,605,19,5,20000
8398,19,7,2023,29,P,91,4,4,40000
6504,12,12,2024,37,L,794,11,12,10000
1492,17,5,2024,69,L,45,2,14,20000
1514,11,7,2024,30,P,124,4,6,30000
1430,5,6,2023,27,L,190,12,10,50000
145,12,7,2023,64,L,268,9,14,20000
6083,17,4,2023,43,P,536,20,6,10000
4460,24,11,2024,39,L,384,15,6,20000
1008,5,12,2023,40,P,20,6,1,30000
6770,29,4,2024,56,L,597,19,6,50000
7268,31,4,2023,69,P,973,6,4,30000
6888,22,5,2022,73,P,185,7,5,30000
5762,18,10,2022,65,P,116,16,1,50000
5903,20,9,2022,34,P,734,18,14,20000
5513,30,6,2023,31,L,55,2,2,50000
2916,29,7,2022,80,P,334,5,8,10000
7689,19,1,2023,46,L,174,2,13,10000
160,12,2,2023,29,L,455,6,13,40000
643,5,12,2023,80,P,799,16,3,30000
6830,15,1,2024,56,P,62,17,5,20000
4987,19,5,2023,43,P,30,2,10,40000
8394,7,5,2023,73,L,38,10,8,20000
1529,28,3,2024,39,L,176,4,9,50000
1618,18,3,2024,40,L,706,18,12,10000
2873,25,1,2024,56,L,822,19,14,30000
3604,28,10,2022,41,L,22,6,5,50000
6505,14,2,2024,39,P,446,19,6,50000
6564,7,1,2023,24,P,614,14,6,10000
4461,3,5,2023,77,P,658,15,2,50000
2398,1,9,2024,42,P,680,7,12,20000
9736,19,10,2023,74,L,36,18,10,10000
5930,2,5,2023,28,L,742,12,4,30000
4915,23,8,2024,57,L,76,3,10,10000
5679,28,3,2024,24,L,326,13,13,40000
6014,23,3,2022,78,L,736,7,5,10000
2139,13,5,2022,64,L,169,16,9,40000
5413,28,9,2024,47,L,863,4,2,30000
6772,14,12,2022,48,P,326,2,8,20000
4693,28,9,2022,61,L,411,11,14,40000
5333,28,6,2024,80,P,100,18,1,10000
9564,13,4,2022,27,L,721,10,14,10000
7120,28,5,2024,75,L,261,14,7,20000
9505,28,8,2023,37,L,724,1,14,40000
77,10,9,2024,45,P,15,17,3,40000
8216,24,1,2024,54,L,126,20,3,40000
7601,26,1,2023,64,L,975,20,9,10000
3444,13,6,2023,67,L,397,13,9,10000
5676,20,7,2022,43,P,209,1,14,50000
5919,18,10,2023,25,P,726,3,12,10000
343,18,3,2022,68,P,582,6,2,10000
5657,1,6,2023,36,P,267,12,13,50000
8184,5,1,2024,44,P,105,13,12,20000
8426,11,9,2024,23,L,364,10,9,20000
905,7,10,2024,65,L,62,7,5,20000
2291,6,3,2023,27,L,197,2,4,30000
6030,7,11,2023,45,L,577,7,14,10000
5290,27,4,2022,77,P,612,20,4,40000
7690,2,10,2022,38,L,485,3,2,50000
318,20,4,2023,75,L,191,18,2,20000
1833,31,4,2023,37,L,851,14,10,40000
9699,17,8,2022,47,P,66,14,9,50000
9917,11,4,2024,27,P,528,13,11,50000
3627,14,7,2022,50,L,626,8,6,10000
5193,8,7,2023,69,L,736,14,14,50000
7724,20,3,2023,77,L,615,10,2,50000
2191,3,12,2023,65,L,279,6,9,50000
6372,26,3,2023,67,L,741,10,8,40000
5909,24,6,2023,79,L,500,11,6,30000
8469,10,2,2022,74,L,566,15,9,50000
4839,10,4,2022,70,P,429,6,7,20000
5148,6,9,2022,42,P,933,10,6,30000
8967,30,6,2024,66,P,400,11,7,40000
1287,25,3,2024,40,P,239,12,9,20000
1989,2,3,2024,42,L,483,8,2,40000
1434,26,7,2022,79,L,633,11,4,20000
8913,31,5,2023,69,P,755,16,14,50000
9209,16,8,2022,49,L,237,16,2,40000
6820,31,6,2024,41,P,306,8,4,20000
9021,8,6,2023,22,P,422,2,14,40000
5575,20,3,2023,60,L,416,19,3,20000
636,30,5,2023,22,P,786,5,8,20000
4998,9,12,2024,51,L,711,8,13,10000
7308,31,11,2022,61,L,601,10,13,10000
396,14,7,2023,59,L,140,6,6,20000
4364,10,10,2023,34,L,29,7,5,50000
4299,2,12,2023,74,L,690,5,4,50000
146,29,7,2022,71,P,533,20,3,30000
5021,3,3,2023,71,L,862,4,9,20000
2098,22,4,2023,59,P,502,7,3,30000
6033,18,6,2023,49,L,132,8,5,20000
7726,24,2,2022,70,P,124,11,12,30000
4350,20,5,2023,80,L,668,5,2,10000
8011,14,6,2024,77,P,229,4,13,40000
8822,16,7,2024,54,L,752,16,2,30000
6072,4,1,2023,22,P,817,10,6,40000
7411,27,7,2023,24,L,442,5,3,30000
7620,12,7,2022,31,P,922,6,2,50000
9545,15,1,2023,40,L,242,9,8,20000
4081,13,12,2024,46,P,919,5,13,40000
6380,25,12,2023,29,L,542,14,13,10000
9689,18,12,2023,36,L,594,1,6,50000
7408,19,10,2024,30,L,761,20,13,10000
145,27,4,2024,44,L,818,2,8,50000
9691,16,10,2023,56,L,283,1,2,40000
4304,16,6,2023,68,L,353,9,10,10000
9205,2,3,2023,60,P,164,1,10,30000
8907,29,3,2023,27,L,241,13,9,40000
5820,19,3,2022,56,P,971,12,4,20000
9728,30,1,2023,78,L,881,5,4,20000
2872,23,5,2023,48,P,715,16,11,50000
1946,3,12,2024,42,L,360,11,12,50000
8946,10,3,2022,54,L,44,12,7,50000
6215,29,8,2022,39,P,319,11,12,30000
6050,15,5,2022,42,P,385,17,11,50000
7516,9,12,2023,48,L,614,6,12,20000
1369,31,7,2024,39,L,229,16,1,40000
9734,1,5,2024,69,L,573,8,7,40000
3664,2,11,2023,30,P,379,19,8,20000
2065,2,4,2023,49,P,52,7,7,20000
7459,20,7,2024,46,P,430,12,5,30000
8593,5,7,2024,44,P,270,10,1,40000
7617,12,8,2022,26,P,110,8,5,30000
5157,18,8,2022,65,P,168,3,3,50000
6834,8,3,2022,61,P,299,17,4,20000
7292,28,8,2022,23,L,80,11,10,30000
86,19,1,2023,72,L,547,3,6,50000
3517,24,12,2024,53,P,337,18,3,30000
7830,23,4,2024,37,P,639,7,11,10000
5417,24,6,2023,24,P,55,19,2,20000
599,8,6,2023,65,P,743,12,11,50000
1233,19,9,2024,47,L,359,15,13,10000
5968,22,8,2022,63,P,950,6,7,20000
2378,27,5,2022,65,L,665,1,6,30000
6006,15,2,2022,31,L,855,9,6,10000
2808,14,1,2024,24,L,864,2,3,10000
1061,12,12,2024,55,L,646,13,5,50000
2608,19,3,2022,76,P,50,12,4,30000
4158,22,9,2022,44,P,792,6,3,50000
7357,5,3,2022,53,P,810,16,14,40000
2863,10,3,2022,58,L,522,4,10,50000
995,6,5,2022,44,P,168,19,3,40000
9873,13,2,2023,40,L,193,14,9,50000
748,7,4,2024,61,L,735,15,10,50000
6109,31,12,2023,52,L,956,4,9,10000
3555,4,6,2023,79,L,909,15,12,40000
6421,22,8,2024,74,P,743,18,3,40000
8441,4,7,2022,73,L,189,19,6,40000
5572,2,1,2023,58,P,83,19,5,30000
3045,6,12,2024,30,P,78,14,2,50000
1811,2,1,2024,66,P,183,8,1,50000
8169,9,7,2023,70,L,656,5,5,20000
4186,2,7,2022,21,L,946,14,10,10000
6721,24,12,2024,75,L,999,20,10,40000
6266,23,1,2024,34,L,714,16,2,50000
8736,2,3,2023,29,P,780,11,10,40000
6859,30,6,2022,60,P,95,19,4,50000
7677,2,1,2022,36,L,196,16,14,40000
5738,28,9,2024,75,L,991,4,2,50000
64,31,5,2023,48,P,122,15,6,50000
6276,6,10,2023,35,P,872,18,6,10000
1572,1,9,2023,71,P,996,10,7,40000
1575,21,10,2022,25,L,456,5,13,10000
3588,25,12,2022,59,L,50,18,9,30000
4712,28,10,2023,35,L,953,13,2,40000
1808,21,5,2022,48,P,19,18,14,40000
8473,31,10,2024,51,P,5,14,6,20000
8225,17,4,2024,53,P,671,20,12,40000
8041,16,9,2023,60,P,234,1,12,30000
9059,3,10,2024,74,L,722,16,11,20000
6869,8,3,2024,32,P,822,13,2,20000
3644,3,3,2023,76,P,366,1,7,40000
8492,19,8,2022,48,L,911,6,7,10000
1006,7,9,2023,65,P,969,12,4,20000
1199,10,4,2022,27,P,556,12,13,30000
8192,19,1,2023,24,L,711,11,5,40000
5263,24,2,2024,38,L,315,7,3,40000
9467,21,3,2022,70,P,313,1,5,40000
7188,6,4,2023,78,L,596,3,11,30000
8872,13,11,2023,57,L,450,7,5,10000
9629,28,6,2023,55,P,47,12,6,20000
6565,18,2,2022,43,P,849,15,3,20000
9164,18,8,2024,65,L,824,18,14,30000
4787,1,11,2022,78,L,412,2,10,30000
8456,9,9,2023,39,L,131,14,1,30000
6579,6,5,2022,45,P,435,2,8,20000
7535,9,3,2023,46,L,697,14,2,30000
6542,29,9,2023,56,P,737,2,5,10000
8087,30,9,2023,80,L,582,10,13,20000
690,11,12,2023,71,P,996,4,10,50000
2597,21,9,2024,76,P,12,16,14,50000
8803,21,6,2024,56,P,81,18,8,10000
981,28,8,2023,27,L,446,10,3,10000
3717,25,6,2023,72,P,946,13,11,50000
6357,10,11,2024,79,P,591,12,2,50000
5917,10,8,2023,40,P,386,6,1,50000
4824,2,2,2024,62,P,536,6,8,40000
8328,26,5,2024,60,L,478,9,14,10000
2093,22,4,2022,39,P,578,12,14,10000
6564,14,5,2022,62,L,517,16,3,40000
7439,3,12,2024,64,P,308,18,5,20000
9982,13,12,2023,34,L,442,3,1,10000
4903,13,9,2023,73,L,459,18,1,30000
8527,25,2,2023,68,L,332,9,4,10000
4507,9,4,2024,51,L,83,1,13,30000
9358,31,9,2022,76,P,418,13,5,50000
196,11,12,2022,39,P,681,14,5,50000
2225,28,6,2022,28,P,665,9,2,10000
720,10,10,2023,22,P,672,20,3,30000
9284,29,4,2024,70,L,629,12,7,10000
5376,29,12,2023,27,P,937,14,5,30000
3719,19,12,2022,75,L,422,9,12,30000
2593,9,1,2022,79,P,44,1,7,40000
4071,10,5,2023,61,P,250,6,12,10000
8818,11,2,2023,21,P,608,18,14,30000
5810,25,1,2023,57,P,21,13,10,50000
7616,23,8,2023,31,P,14,6,6,40000
8555,26,4,2023,77,P,341,2,5,50000
2952,13,1,2024,57,L,699,9,6,50000
3129,17,3,2022,21,L,517,15,11,10000
7419,14,8,2024,21,L,186,13,3,10000
7788,28,3,2022,71,L,974,14,6,30000
5190,24,11,2024,44,L,240,11,11,40000
7002,6,8,2024,43,L,545,17,6,50000
4893,24,7,2022,36,L,271,8,3,30000
8455,23,10,2022,50,P,882,7,12,20000
1982,18,1,2023,27,L,151,9,8,10000
7794,25,2,2024,65,P,58,16,7,20000
1082,6,1,2022,23,L,217,5,8,10000
1705,23,2,2024,76,P,878,19,12,20000
4451,11,2,2024,57,L,133,16,5,20000
8938,16,8,2022,65,L,527,20,1,20000
9331,10,12,2023,51,L,15,7,3,30000
8599,20,9,2022,58,L,685,5,11,40000
1591,24,11,2022,43,L,919,8,8,30000
4855,18,8,2022,72,L,532,16,4,10000
9851,29,12,2022,74,L,595,11,6,40000
