Hari,Tanggal,Jam,Modal,Pembelian,Barang,Transaksi,Jumlah,Penjualan,Keuntungan
Senin,11,5,700.000,344,beras,394,272,120,150.000
Senin,30,7,1.000.000,237,gula,331,261,392,200.000
Senin,30,9,500.000,487,beras,372,666,363,100.000
Selasa,28,5,700.000,432,snack,333,762,371,200.000
Minggu,1,5,600.000,304,gula,360,999,225,150.000
Sabtu,12,2,1.000.000,120,gula,385,596,281,200.000
Minggu,12,9,400.000,490,snack,311,967,131,150.000
Rabu,18,11,600.000,298,beras,358,684,338,130.000
Selasa,8,2,700.000,335,beras,396,448,304,200.000
Jumat,7,4,600.000,318,snack,304,202,444,150.000
Kamis,9,7,400.000,199,telur,353,795,229,100.000
Selasa,3,1,400.000,136,telur,329,800,471,130.000
Jumat,17,2,1.000.000,491,beras,389,220,196,150.000
Jumat,29,11,400.000,119,gula,322,415,469,130.000
Sabtu,15,1,1.000.000,165,gula,338,881,320,150.000
Minggu,22,9,400.000,124,telur,352,201,106,150.000
Kamis,20,1,400.000,420,susu,320,797,471,200.000
Selasa,25,0,400.000,323,beras,306,135,481,200.000
Sabtu,16,1,400.000,139,susu,356,26,320,130.000
Kamis,22,10,700.000,108,telur,361,919,329,130.000
Kamis,5,10,700.000,386,telur,380,780,450,130.000
Sabtu,2,0,500.000,274,beras,337,511,233,130.000
Minggu,16,2,400.000,145,snack,397,835,327,200.000
Kamis,22,3,700.000,199,beras,366,62,361,150.000
Sabtu,2,9,600.000,415,susu,355,818,492,200.000
Minggu,11,0,600.000,401,snack,398,799,147,200.000
Senin,22,5,1.000.000,227,telur,384,940,398,100.000
Jumat,19,5,400.000,460,beras,361,80,433,130.000
Minggu,20,2,500.000,169,susu,303,758,431,130.000
Kamis,20,6,600.000,118,beras,331,946,441,150.000
Senin,12,7,400.000,343,beras,347,711,246,200.000
Selasa,30,10,700.000,318,susu,316,422,301,150.000
Selasa,10,3,500.000,417,gula,349,761,485,100.000
Rabu,23,10,600.000,234,susu,379,816,206,100.000
Jumat,18,6,500.000,429,susu,359,759,133,200.000
Minggu,12,10,500.000,111,gula,313,779,336,150.000
Rabu,14,3,600.000,319,gula,377,616,210,200.000
Minggu,9,10,700.000,225,beras,379,272,177,130.000
Selasa,3,6,600.000,430,telur,341,352,378,100.000
Kamis,8,1,400.000,498,snack,337,844,154,130.000
Rabu,12,1,700.000,358,telur,316,213,146,100.000
Senin,20,0,500.000,433,beras,340,891,302,150.000
Kamis,17,11,500.000,389,snack,361,306,124,200.000
Kamis,30,8,400.000,386,beras,383,364,347,130.000
Rabu,14,1,1.000.000,482,beras,372,604,416,150.000
Selasa,10,10,700.000,409,beras,333,132,181,150.000
Minggu,26,9,500.000,377,gula,398,378,311,150.000
Kamis,27,8,500.000,132,snack,381,552,247,130.000
Minggu,25,3,400.000,187,beras,328,848,432,130.000
Jumat,17,0,500.000,141,telur,304,377,142,100.000
Rabu,1,0,700.000,486,gula,359,974,163,100.000
Minggu,7,0,600.000,354,telur,353,283,227,200.000
Senin,23,3,600.000,444,telur,381,837,319,200.000
Rabu,1,2,700.000,367,snack,345,802,111,130.000
Minggu,14,5,600.000,199,susu,303,935,111,200.000
Rabu,28,4,500.000,339,beras,376,109,441,200.000
Kamis,25,5,400.000,366,telur,339,961,111,150.000
Jumat,7,5,700.000,153,susu,348,157,175,200.000
Senin,9,8,400.000,481,susu,386,323,304,150.000
Senin,23,1,400.000,256,gula,373,289,118,150.000
Selasa,11,4,500.000,173,snack,332,318,226,200.000
Selasa,5,2,1.000.000,385,susu,373,761,405,130.000
Minggu,12,7,400.000,440,susu,386,247,490,100.000
Senin,29,3,1.000.000,371,telur,396,745,431,130.000
Jumat,16,3,700.000,317,beras,399,502,354,130.000
Jumat,28,11,500.000,338,susu,315,647,142,130.000
Rabu,24,11,700.000,173,telur,303,895,495,130.000
Selasa,26,3,600.000,404,snack,328,752,411,150.000
Sabtu,9,6,500.000,381,telur,304,79,391,200.000
Senin,11,3,1.000.000,356,gula,379,290,212,200.000
Kamis,25,10,1.000.000,311,susu,364,953,375,150.000
Jumat,28,3,600.000,164,telur,318,753,255,130.000
Minggu,27,0,600.000,175,susu,378,7,227,130.000
Rabu,29,5,600.000,469,susu,308,482,302,100.000
Kamis,13,9,400.000,403,gula,353,540,209,200.000
Senin,3,2,400.000,190,telur,319,428,164,200.000
Jumat,20,11,1.000.000,425,gula,342,748,107,150.000
Rabu,11,7,400.000,439,susu,332,953,333,150.000
Jumat,14,0,500.000,107,telur,357,108,107,150.000
Sabtu,12,5,500.000,464,beras,388,631,399,100.000
Kamis,30,0,600.000,145,gula,323,676,106,150.000
Selasa,26,10,600.000,481,beras,399,891,308,100.000
Selasa,24,11,500.000,250,beras,338,636,323,200.000
Jumat,29,9,600.000,205,snack,309,473,177,100.000
Sabtu,22,1,600.000,378,gula,343,561,384,130.000
Senin,17,10,400.000,211,susu,321,992,469,150.000
Jumat,3,4,1.000.000,116,susu,328,370,350,200.000
Minggu,20,6,500.000,484,telur,362,559,431,200.000
Jumat,14,7,400.000,245,snack,395,131,425,150.000
Senin,14,7,500.000,263,beras,355,939,419,150.000
Kamis,5,0,700.000,395,beras,307,488,300,100.000
Selasa,19,11,700.000,497,snack,346,201,305,200.000
Jumat,7,10,500.000,442,snack,334,749,333,150.000
Senin,16,7,1.000.000,204,susu,338,236,256,100.000
Selasa,24,0,600.000,420,snack,395,417,494,100.000
Selasa,4,3,400.000,277,susu,327,112,240,200.000
Senin,25,4,600.000,294,snack,326,136,353,130.000
Selasa,25,10,700.000,483,susu,359,227,280,150.000
Jumat,25,2,400.000,307,snack,355,934,387,150.000
Selasa,29,4,500.000,415,snack,301,806,321,100.000
Sabtu,9,3,700.000,239,susu,334,602,336,100.000
Jumat,14,6,700.000,463,telur,396,745,289,200.000
Senin,8,1,400.000,384,susu,362,286,471,130.000
Sabtu,20,2,500.000,468,beras,390,164,299,100.000
Jumat,13,0,1.000.000,217,snack,357,674,221,100.000
Selasa,28,5,700.000,416,beras,383,490,260,150.000
Kamis,21,1,1.000.000,358,snack,318,835,186,130.000
Rabu,16,7,600.000,184,gula,325,555,271,100.000
Minggu,1,0,700.000,297,telur,357,325,269,130.000
Minggu,22,6,700.000,372,susu,362,420,439,130.000
Minggu,29,9,1.000.000,430,telur,332,415,157,100.000
Selasa,3,8,700.000,324,beras,364,295,337,150.000
Rabu,7,10,600.000,398,susu,325,320,110,200.000
Kamis,25,1,1.000.000,209,gula,340,548,264,150.000
Senin,4,1,1.000.000,254,snack,358,300,397,150.000
Sabtu,11,3,500.000,193,beras,360,17,359,100.000
Selasa,5,11,500.000,221,susu,306,739,466,130.000
Kamis,25,1,700.000,297,susu,321,350,139,130.000
Selasa,4,4,400.000,479,gula,321,877,389,130.000
Sabtu,18,8,700.000,420,susu,324,121,263,150.000
Senin,1,0,500.000,453,snack,371,794,281,200.000
Rabu,28,6,700.000,481,snack,327,878,103,150.000
Jumat,25,4,500.000,308,gula,364,853,467,130.000
Rabu,20,11,400.000,281,beras,339,764,114,100.000
Sabtu,21,3,1.000.000,157,susu,387,707,443,200.000
Rabu,18,9,600.000,189,susu,380,775,270,130.000
Rabu,1,1,1.000.000,230,susu,385,513,107,100.000
Jumat,15,10,700.000,482,telur,347,17,314,100.000
Rabu,14,10,600.000,314,susu,333,132,336,150.000
Kamis,25,4,1.000.000,303,susu,302,131,431,130.000
Minggu,14,7,400.000,110,telur,354,568,260,150.000
Senin,6,10,1.000.000,247,telur,362,64,295,200.000
Rabu,6,4,700.000,157,telur,344,941,427,200.000
Selasa,3,7,700.000,135,susu,347,651,114,100.000
Rabu,5,10,1.000.000,309,gula,355,705,494,150.000
Senin,4,6,700.000,289,snack,351,367,425,200.000
Minggu,11,8,1.000.000,225,snack,361,417,161,150.000
Sabtu,13,11,400.000,484,beras,376,665,156,100.000
Senin,9,3,600.000,268,susu,328,83,110,130.000
Jumat,18,11,500.000,472,beras,342,331,468,150.000
Senin,5,2,1.000.000,304,gula,350,709,468,100.000
Selasa,26,10,400.000,139,snack,381,167,306,100.000
Senin,20,8,400.000,162,gula,325,123,493,130.000
Kamis,22,6,700.000,107,snack,370,845,286,200.000
Kamis,20,3,400.000,447,gula,322,55,355,150.000
Jumat,24,3,500.000,378,gula,375,391,440,150.000
Minggu,27,8,700.000,423,telur,348,380,370,130.000
Selasa,24,7,600.000,139,snack,316,202,396,130.000
Selasa,30,1,400.000,208,snack,362,877,479,130.000
Sabtu,16,3,500.000,222,snack,303,152,493,150.000
Kamis,25,8,600.000,246,snack,372,964,483,100.000
Minggu,21,8,700.000,130,gula,311,356,321,130.000
Jumat,16,7,400.000,450,snack,306,68,445,150.000
Kamis,10,3,500.000,477,susu,393,723,273,200.000
Jumat,1,0,1.000.000,414,telur,388,150,224,100.000
Sabtu,21,1,600.000,437,susu,388,668,123,150.000
Sabtu,19,5,700.000,403,gula,379,561,120,150.000
Sabtu,9,11,500.000,369,snack,349,459,427,200.000
Senin,26,1,400.000,254,susu,326,761,206,150.000
Senin,6,4,400.000,141,beras,326,184,162,130.000
Kamis,29,7,1.000.000,299,susu,392,205,367,130.000
Senin,22,5,400.000,251,gula,347,536,171,150.000
Kamis,22,0,1.000.000,182,gula,311,939,262,130.000
Rabu,12,10,400.000,169,susu,356,422,136,150.000
Minggu,27,9,400.000,328,susu,348,799,272,150.000
Kamis,10,3,1.000.000,451,gula,304,159,236,130.000
Kamis,2,4,1.000.000,185,snack,385,48,418,100.000
Jumat,28,7,1.000.000,285,susu,346,899,407,130.000
Rabu,25,2,1.000.000,220,susu,386,413,239,100.000
Jumat,19,8,700.000,408,beras,378,935,485,130.000
Jumat,10,2,700.000,444,telur,366,909,152,100.000
Rabu,28,7,500.000,444,snack,320,239,490,200.000
Senin,8,5,600.000,494,snack,390,929,246,100.000
Minggu,25,3,700.000,186,snack,341,778,139,130.000
Jumat,24,0,500.000,495,susu,361,294,146,150.000
Sabtu,9,6,600.000,390,gula,364,271,351,200.000
Sabtu,18,3,700.000,208,gula,394,117,492,150.000
Sabtu,25,8,600.000,312,telur,370,761,134,150.000
Kamis,22,10,1.000.000,320,snack,330,446,407,200.000
Jumat,3,9,600.000,470,beras,370,87,237,130.000
Rabu,27,9,500.000,151,beras,312,900,400,100.000
Jumat,6,0,400.000,318,beras,319,186,281,150.000
Selasa,4,11,400.000,398,gula,320,184,389,150.000
Rabu,3,8,1.000.000,221,gula,323,333,161,150.000
Selasa,14,10,600.000,458,beras,392,169,384,100.000
Senin,22,9,700.000,350,telur,350,967,405,150.000
Jumat,4,2,600.000,480,telur,321,365,488,150.000
Kamis,5,9,500.000,473,snack,372,836,436,200.000
Kamis,28,1,1.000.000,298,snack,363,482,249,100.000
Sabtu,9,11,400.000,233,gula,383,157,362,150.000
Jumat,27,0,500.000,332,beras,383,278,210,200.000
Jumat,14,7,400.000,301,telur,348,250,114,130.000
Sabtu,26,5,1.000.000,127,snack,328,67,440,200.000
Kamis,22,0,500.000,348,gula,307,99,447,200.000
Selasa,26,4,400.000,129,beras,396,482,242,150.000
Rabu,27,1,1.000.000,195,telur,333,602,443,200.000
Minggu,28,8,1.000.000,328,snack,396,736,303,130.000
Jumat,20,7,600.000,349,telur,327,751,268,200.000
Minggu,5,3,700.000,200,susu,355,960,207,130.000
Sabtu,26,5,400.000,263,susu,322,667,240,100.000
Kamis,20,2,500.000,434,gula,377,391,386,130.000
Senin,23,10,1.000.000,192,snack,344,285,166,100.000
Selasa,26,6,400.000,490,beras,315,888,412,100.000
Selasa,30,2,700.000,458,gula,346,442,219,150.000
Senin,28,4,1.000.000,138,gula,302,275,381,100.000
Sabtu,29,5,1.000.000,381,snack,344,348,387,130.000
Rabu,12,8,500.000,187,telur,349,296,486,100.000
Minggu,23,0,700.000,289,telur,324,310,463,150.000
Kamis,25,6,700.000,219,gula,365,450,303,150.000
Senin,18,7,500.000,404,beras,373,657,301,150.000
Sabtu,20,11,500.000,317,telur,308,95,305,100.000
Sabtu,5,10,700.000,486,gula,316,648,405,100.000
Sabtu,6,4,700.000,126,snack,305,617,173,130.000
Senin,30,0,400.000,322,beras,357,364,437,130.000
Selasa,7,11,700.000,415,susu,392,844,230,200.000
Selasa,28,4,600.000,168,telur,342,61,193,150.000
Selasa,11,7,700.000,307,snack,353,436,214,100.000
Sabtu,8,9,500.000,380,telur,367,171,496,100.000
Senin,3,3,1.000.000,176,beras,398,914,475,200.000
Selasa,10,0,500.000,298,telur,395,397,266,130.000
Selasa,30,10,700.000,136,snack,377,309,319,100.000
Jumat,13,3,500.000,414,beras,387,845,339,130.000
Minggu,17,8,400.000,132,gula,315,844,393,100.000
Minggu,11,2,1.000.000,230,snack,373,71,100,150.000
Kamis,5,8,700.000,488,gula,338,785,351,100.000
Sabtu,7,0,700.000,208,susu,369,882,375,130.000
Jumat,4,0,600.000,363,gula,323,715,116,200.000
Minggu,20,6,400.000,353,gula,317,501,471,130.000
Rabu,24,7,500.000,164,gula,334,854,187,100.000
Senin,6,11,400.000,233,snack,391,513,486,150.000
Kamis,22,1,600.000,328,snack,310,695,237,150.000
Minggu,21,5,700.000,100,susu,381,206,171,130.000
Rabu,9,4,500.000,166,susu,320,559,423,200.000
Rabu,12,0,600.000,380,susu,330,656,443,150.000
Jumat,5,2,400.000,249,gula,308,171,230,150.000
Jumat,5,2,700.000,408,susu,389,205,158,150.000
Jumat,24,0,1.000.000,297,beras,375,396,290,200.000
Jumat,5,6,400.000,415,susu,398,399,432,130.000
Rabu,30,3,400.000,367,susu,358,409,301,100.000
Kamis,29,3,1.000.000,236,beras,392,670,296,150.000
Selasa,4,7,400.000,187,susu,387,165,182,200.000
Jumat,11,10,500.000,231,gula,338,142,402,130.000
Kamis,12,8,400.000,217,beras,376,3,433,130.000
Kamis,19,2,400.000,318,beras,307,359,112,150.000
Rabu,10,5,600.000,310,beras,394,513,258,100.000
Jumat,7,1,400.000,144,susu,373,191,475,200.000
Jumat,18,2,700.000,354,snack,366,339,322,100.000
Selasa,7,2,1.000.000,326,susu,373,501,271,100.000
Sabtu,19,8,400.000,298,gula,394,782,265,100.000
Rabu,9,0,1.000.000,297,beras,393,212,287,130.000
Sabtu,13,11,600.000,305,gula,371,679,226,100.000
Jumat,26,8,400.000,177,beras,389,57,414,130.000
Rabu,15,0,500.000,317,telur,337,757,346,150.000
Senin,5,6,500.000,438,susu,378,503,477,100.000
Selasa,30,3,400.000,120,snack,308,998,407,130.000
Senin,2,0,400.000,329,gula,301,691,264,200.000
Minggu,10,2,1.000.000,307,telur,334,79,462,150.000
Kamis,9,5,700.000,160,susu,329,63,470,150.000
Kamis,30,3,700.000,193,snack,322,195,176,130.000
Selasa,10,9,400.000,174,telur,398,568,187,150.000
Jumat,22,7,500.000,467,susu,334,783,267,200.000
Selasa,9,6,500.000,426,beras,397,879,270,200.000
Jumat,27,9,400.000,334,snack,394,880,254,100.000
Sabtu,13,5,1.000.000,173,telur,314,73,298,200.000
Kamis,24,3,1.000.000,121,gula,391,200,488,130.000
Rabu,22,8,600.000,264,telur,335,465,449,130.000
Jumat,23,11,1.000.000,193,gula,303,767,413,130.000
Rabu,4,1,600.000,448,snack,370,133,189,200.000
Selasa,22,11,700.000,398,beras,302,869,327,200.000
Minggu,5,11,700.000,452,telur,328,735,184,150.000
Selasa,25,1,400.000,395,gula,396,152,391,200.000
Senin,4,0,600.000,105,telur,313,8,170,130.000
Kamis,12,4,700.000,247,beras,355,321,324,200.000
Minggu,13,6,400.000,188,beras,367,868,184,150.000
Sabtu,17,6,400.000,192,snack,362,712,284,150.000
Kamis,28,0,600.000,180,telur,352,766,282,150.000
Selasa,8,5,1.000.000,320,susu,316,19,139,200.000
Minggu,12,5,1.000.000,230,susu,367,117,219,150.000
Sabtu,18,4,400.000,287,telur,327,960,191,100.000
Senin,25,1,700.000,128,gula,364,242,228,130.000
Selasa,18,5,400.000,362,susu,306,542,409,200.000
Sabtu,27,1,700.000,339,beras,380,867,351,150.000
Senin,29,5,600.000,285,beras,302,26,417,100.000
Kamis,22,0,400.000,363,gula,316,820,207,130.000
Senin,25,11,700.000,280,susu,305,102,479,150.000
Rabu,6,9,600.000,144,beras,329,936,434,150.000
Jumat,9,3,600.000,134,telur,300,232,273,100.000
Jumat,21,4,400.000,305,beras,355,160,298,100.000
Jumat,7,0,1.000.000,399,susu,378,498,394,100.000
Senin,26,6,500.000,339,snack,367,158,323,200.000
Minggu,6,7,500.000,293,telur,304,353,391,100.000
Selasa,3,1,1.000.000,374,beras,328,236,278,130.000
Minggu,9,5,1.000.000,242,gula,347,39,198,100.000
Minggu,28,1,500.000,465,snack,348,414,327,150.000
Jumat,29,1,1.000.000,380,gula,363,224,327,150.000
Senin,11,0,600.000,140,telur,336,610,455,150.000
Senin,25,9,1.000.000,390,gula,341,725,227,130.000
Rabu,5,11,400.000,306,gula,344,429,189,130.000
Minggu,6,9,700.000,476,telur,346,810,493,200.000
Senin,29,6,400.000,413,telur,337,835,476,150.000
Kamis,27,11,400.000,305,susu,371,136,464,100.000
Rabu,20,2,600.000,440,telur,394,240,115,100.000
Minggu,21,4,600.000,255,snack,359,187,225,150.000
Minggu,27,6,500.000,100,susu,333,401,316,100.000
Rabu,25,2,1.000.000,307,telur,323,759,220,100.000
Sabtu,21,7,500.000,263,telur,325,227,445,150.000
Jumat,27,2,700.000,481,gula,300,427,114,200.000
Rabu,3,8,500.000,356,beras,361,992,238,150.000
Kamis,13,5,1.000.000,363,snack,311,553,120,200.000
Kamis,7,7,1.000.000,151,snack,354,248,242,200.000
Kamis,24,7,700.000,176,susu,381,676,250,200.000
Sabtu,9,0,700.000,263,susu,346,529,259,130.000
Minggu,19,0,400.000,430,beras,327,23,197,130.000
Minggu,16,1,1.000.000,199,gula,346,890,273,200.000
Rabu,26,5,400.000,173,susu,348,456,368,100.000
Jumat,12,9,600.000,322,susu,399,301,283,200.000
Senin,28,9,400.000,104,susu,348,986,240,130.000
Sabtu,20,11,700.000,348,gula,389,653,225,150.000
Kamis,1,11,400.000,287,gula,306,113,132,150.000
Kamis,28,7,500.000,482,gula,368,623,317,200.000
Senin,9,11,700.000,198,snack,385,939,439,150.000
Rabu,26,7,700.000,186,snack,339,265,463,130.000
Sabtu,2,10,500.000,130,beras,345,607,473,100.000
Rabu,6,9,500.000,407,gula,385,210,369,100.000
Selasa,18,11,700.000,413,susu,395,447,349,130.000
Kamis,28,6,400.000,212,beras,336,994,339,130.000
Jumat,25,1,600.000,462,gula,307,899,231,150.000
Sabtu,4,11,1.000.000,178,telur,309,391,149,200.000
Minggu,27,11,600.000,363,beras,370,479,110,150.000
Rabu,15,1,1.000.000,443,snack,339,79,164,200.000
Kamis,8,11,600.000,109,telur,379,200,323,200.000
Jumat,16,10,700.000,126,gula,304,713,170,100.000
Senin,7,7,1.000.000,387,snack,382,753,126,150.000
Selasa,16,7,700.000,412,beras,381,160,465,200.000
Rabu,22,1,600.000,313,gula,311,773,332,200.000
Sabtu,9,4,600.000,133,gula,340,349,340,100.000
Senin,25,6,600.000,188,beras,362,9,458,150.000
Sabtu,24,7,400.000,208,gula,334,638,131,100.000
Rabu,6,10,400.000,374,gula,377,132,196,130.000
Sabtu,10,3,600.000,370,beras,388,175,469,200.000
Rabu,10,2,600.000,394,snack,318,627,292,100.000
Jumat,20,3,1.000.000,482,beras,332,318,321,200.000
Kamis,20,1,1.000.000,494,susu,368,187,359,200.000
Jumat,17,0,700.000,304,beras,341,763,432,200.000
Minggu,8,2,400.000,441,snack,373,920,428,100.000
Kamis,3,11,600.000,203,beras,327,903,399,100.000
Sabtu,16,1,1.000.000,472,beras,309,229,253,200.000
Sabtu,19,11,400.000,446,susu,381,467,332,150.000
Senin,3,8,600.000,320,snack,338,636,212,150.000
Sabtu,26,8,500.000,150,snack,338,462,107,150.000
Selasa,29,11,400.000,201,gula,333,484,449,150.000
Minggu,25,0,400.000,449,beras,399,336,227,200.000
Selasa,5,3,500.000,494,susu,394,20,385,100.000
Sabtu,7,11,1.000.000,431,snack,340,208,270,200.000
Kamis,10,2,1.000.000,274,susu,309,40,412,130.000
Jumat,19,5,400.000,377,telur,382,684,152,150.000
Jumat,9,4,400.000,452,snack,312,487,391,150.000
Kamis,11,8,1.000.000,257,telur,378,808,395,150.000
Rabu,14,8,1.000.000,356,snack,323,193,214,200.000
Sabtu,24,11,1.000.000,335,telur,321,813,243,200.000
Jumat,24,7,1.000.000,127,telur,369,726,195,150.000
Selasa,11,0,500.000,325,susu,329,752,189,150.000
Kamis,14,5,500.000,465,snack,362,775,173,150.000
Kamis,25,0,400.000,446,snack,397,752,242,130.000
Minggu,28,1,500.000,321,beras,307,810,369,150.000
Senin,19,7,700.000,135,gula,345,279,151,130.000
Senin,3,9,1.000.000,198,telur,318,103,327,100.000
Jumat,11,0,1.000.000,397,beras,337,927,290,130.000
Minggu,19,6,500.000,159,beras,376,28,485,150.000
Selasa,25,9,400.000,437,beras,380,104,295,150.000
Minggu,8,6,400.000,465,gula,392,330,168,130.000
Kamis,22,5,600.000,373,susu,313,269,342,150.000
Kamis,7,9,400.000,173,snack,387,530,383,130.000
Jumat,2,9,600.000,236,snack,301,150,286,200.000
Jumat,3,4,700.000,192,gula,356,529,360,130.000
Sabtu,18,5,1.000.000,422,susu,354,108,324,150.000
Selasa,22,1,400.000,130,beras,373,739,342,130.000
Minggu,29,1,700.000,298,telur,327,692,304,200.000
Kamis,7,2,400.000,158,beras,374,433,109,200.000
Rabu,11,0,500.000,321,beras,361,138,158,100.000
Rabu,3,9,700.000,498,telur,301,877,123,130.000
Senin,24,4,500.000,451,susu,305,782,101,150.000
Rabu,8,1,400.000,430,snack,372,541,227,130.000
Sabtu,15,9,400.000,192,beras,316,653,445,130.000
Jumat,18,1,400.000,269,susu,383,26,336,200.000
Senin,10,1,500.000,333,susu,368,401,425,100.000
Kamis,22,11,400.000,254,snack,318,161,348,150.000
Selasa,18,7,1.000.000,394,gula,306,661,477,130.000
Minggu,13,9,400.000,431,telur,398,717,451,200.000
Rabu,14,2,600.000,455,telur,382,235,251,100.000
Rabu,29,9,1.000.000,194,snack,314,475,484,200.000
Senin,21,3,400.000,233,telur,364,606,489,130.000
Kamis,24,8,500.000,122,snack,321,486,141,100.000
Rabu,16,0,400.000,382,beras,342,197,285,200.000
Selasa,12,2,1.000.000,254,gula,364,889,325,150.000
Rabu,29,9,600.000,356,snack,306,925,381,130.000
Minggu,21,10,700.000,175,gula,333,173,457,200.000
Rabu,7,0,1.000.000,360,beras,395,737,209,100.000
Jumat,5,4,500.000,470,telur,313,955,215,200.000
Jumat,2,10,1.000.000,409,susu,366,431,329,130.000
Senin,24,10,600.000,275,telur,375,85,152,130.000
Senin,6,11,500.000,389,gula,367,97,211,100.000
Kamis,28,0,1.000.000,156,gula,328,134,451,100.000
Rabu,10,6,500.000,148,beras,332,86,223,150.000
Senin,18,9,500.000,383,gula,399,961,253,200.000
Sabtu,12,10,500.000,361,beras,338,818,236,100.000
Selasa,20,11,700.000,263,snack,313,104,379,100.000
Minggu,12,4,400.000,149,beras,354,914,297,130.000
Senin,27,1,400.000,286,snack,379,483,176,150.000
Senin,7,9,400.000,443,beras,319,625,126,200.000
Senin,14,1,700.000,219,gula,382,777,123,200.000
Sabtu,13,6,400.000,315,telur,391,900,249,200.000
Sabtu,27,6,1.000.000,320,gula,323,941,146,130.000
Kamis,6,2,500.000,160,gula,357,421,168,100.000
Rabu,22,2,1.000.000,496,snack,300,659,399,200.000
Selasa,9,1,500.000,357,snack,326,710,321,100.000
Jumat,11,7,400.000,345,telur,338,791,183,130.000
Rabu,9,10,600.000,261,gula,344,255,450,200.000
Sabtu,7,7,1.000.000,383,gula,342,113,204,100.000
Sabtu,30,2,500.000,252,gula,336,847,472,150.000
Sabtu,16,6,1.000.000,283,snack,340,276,294,150.000
Minggu,18,11,1.000.000,409,telur,364,402,476,150.000
Sabtu,25,5,500.000,432,susu,306,884,348,150.000
Selasa,9,5,400.000,135,snack,344,504,140,150.000
Jumat,7,9,600.000,345,susu,373,273,148,130.000
Minggu,2,7,600.000,280,snack,375,41,405,100.000
Kamis,10,7,400.000,311,gula,358,132,189,200.000
Minggu,4,10,400.000,231,telur,309,64,247,200.000
Selasa,28,3,1.000.000,478,gula,344,478,179,200.000
Rabu,4,8,500.000,218,gula,343,771,240,100.000
Sabtu,20,1,400.000,492,telur,330,336,462,130.000
Selasa,29,7,400.000,488,snack,304,438,165,130.000
Sabtu,15,2,700.000,105,susu,361,546,499,130.000
Senin,8,2,400.000,157,snack,363,280,421,130.000
Selasa,2,4,500.000,154,telur,355,28,299,130.000
Kamis,12,9,700.000,195,beras,345,442,302,100.000
Rabu,13,1,700.000,243,susu,378,74,428,100.000
Senin,18,9,600.000,264,telur,340,967,448,100.000
Kamis,18,9,500.000,139,susu,384,590,301,100.000
Kamis,19,0,1.000.000,403,telur,306,891,343,200.000
Jumat,2,5,700.000,412,gula,330,134,297,130.000
Jumat,7,6,700.000,166,susu,380,893,246,200.000
Rabu,26,5,700.000,236,susu,353,16,152,100.000
Selasa,3,9,600.000,238,susu,355,665,350,100.000
Jumat,6,6,400.000,350,beras,357,54,338,150.000
Minggu,28,3,400.000,425,beras,309,398,102,150.000
Minggu,19,5,700.000,121,susu,389,353,214,150.000
Sabtu,22,1,1.000.000,362,beras,309,268,208,130.000
Senin,22,2,1.000.000,348,beras,315,80,256,130.000
Jumat,4,6,600.000,193,snack,320,535,491,100.000
Jumat,15,6,400.000,306,gula,327,114,393,200.000
Selasa,11,11,1.000.000,213,snack,333,105,198,130.000
Rabu,26,0,400.000,436,beras,316,113,292,130.000
Kamis,14,5,700.000,274,susu,365,754,131,150.000
Selasa,4,10,500.000,471,snack,335,874,307,100.000
Selasa,17,8,600.000,347,telur,384,146,298,200.000
Sabtu,7,3,700.000,121,snack,353,636,406,130.000
Senin,18,3,400.000,296,snack,384,408,232,100.000
Rabu,30,11,600.000,166,beras,330,489,126,100.000
Senin,15,5,500.000,225,beras,386,233,260,100.000
Sabtu,29,0,400.000,273,snack,300,35,331,100.000
Minggu,1,10,1.000.000,100,beras,352,981,189,100.000
Sabtu,5,10,600.000,259,gula,375,621,303,200.000
Jumat,9,9,700.000,112,beras,373,395,306,130.000
Selasa,3,9,1.000.000,417,beras,349,504,134,200.000
Senin,21,3,1.000.000,478,susu,351,788,154,130.000
Senin,22,4,400.000,269,gula,315,945,252,100.000
Minggu,1,11,400.000,330,susu,359,635,343,200.000
Sabtu,16,5,400.000,260,gula,326,752,181,200.000
Minggu,2,11,600.000,438,susu,335,466,434,100.000
Rabu,24,10,400.000,276,beras,382,450,283,100.000
Kamis,13,9,500.000,182,telur,312,184,251,200.000
Sabtu,30,11,700.000,200,snack,338,928,395,130.000
Kamis,12,3,400.000,431,susu,312,598,197,130.000
Senin,30,5,700.000,493,gula,375,383,247,130.000
Rabu,18,1,700.000,275,beras,332,886,388,130.000
Jumat,16,7,600.000,231,telur,306,198,490,130.000
Rabu,10,3,700.000,234,telur,332,675,377,150.000
Sabtu,9,2,600.000,427,gula,386,483,327,100.000
Sabtu,3,10,600.000,315,gula,301,391,161,200.000
Rabu,10,7,1.000.000,277,snack,336,432,312,130.000
Jumat,13,7,600.000,350,beras,378,94,147,150.000
Senin,12,5,600.000,265,telur,387,157,383,130.000
Senin,25,2,600.000,311,snack,310,893,182,100.000
Selasa,3,5,400.000,413,snack,311,677,118,100.000
Rabu,13,9,500.000,416,gula,368,292,384,200.000
Selasa,1,3,400.000,311,beras,369,42,404,150.000
Rabu,12,1,600.000,133,beras,351,678,460,130.000
Minggu,19,9,400.000,334,susu,345,325,345,150.000
Sabtu,29,8,600.000,200,beras,378,253,342,150.000
Selasa,22,6,600.000,365,beras,381,739,118,200.000
